,지점,도로명주소,latlon
1043,제주일도이동점,제주특별자치도 제주시 고마로 81,"(33.5128868, 126.5376272)"
1044,제주국제공항점,제주특별자치도 제주시 공항로 2,"(33.50707105, 126.4916441)"
1045,제주동문시장점,제주특별자치도 제주시 관덕로 62-1,"(33.5128197, 126.5199591)"
1046,제주타운,타운 제주특별자치도 제주시 광양11길,"(33.49896217, 126.5306814)"
1047,제주세화점,제주특별자치도 제주시 구좌읍 일주동로,"(33.5378988, 126.8281856)"
1048,제주한라병원점,제주특별자치도 제주시 도령로 73,"(33.49009265, 126.4859947)"
1049,제주이도점,제주특별자치도 제주시 승천로 75,"(33.4959426, 126.5393652)"
1050,제주연동점,제주특별자치도 제주시 신광로 21,"(33.4878691, 126.4900514)"
1051,제주하귀점,제주특별자치도 제주시 애월읍 하귀로,"(33.48408246, 126.4086651)"
1052,제주아라일동점,제주특별자치도 제주시 연북로 527,"(33.4860914, 126.5380038)"
1053,제주외도점,제주특별자치도 제주시 우정로 79,"(33.4887317, 126.430902)"
1054,제주월랑로점,제주특별자치도 제주시 월랑로 43,"(33.489489, 126.4753875)"
1055,제주함덕점,제주특별자치도 제주시 조천읍 조함해안로,"(33.54244712, 126.6687684)"
1056,제주대학병원점,제주특별자치도 제주시 중앙로 616,"(33.4761387, 126.5445478)"
1057,제주중앙지하상가점,제주특별자치도 제주시 중앙로 지하,"(33.51277538, 126.5245105)"
1058,제주탑동점,제주특별자치도 제주시 탑동로 15-1,"(33.5155958, 126.5165181)"
1059,제주한라대점,제주특별자치도 제주시 한라대학로 37,"(33.4791651, 126.4740418)"
1060,충남계룡점,충남 계룡시 엄사면 번영로,"(36.28842815, 127.2429984)"
1061,공주대점,충남 공주시 공주대학로 77-1,"(36.4694623, 127.1378036)"
1062,공주중동점,충남 공주시 웅진로 174,"(36.4705102, 127.1275575)"
1063,논산내동점,충남 논산시 시민로 159,"(36.1763652, 127.1027192)"
1064,논산반월점,충남 논산시 중앙로480번길 8,"(36.206299, 127.0886137)"
1065,당진점,충남 당진시 당진중앙2로 123,"(36.89464925, 126.6314131)"
1066,당진시곡점,충남 당진시 서해로 6275,"(36.90280073, 126.6831377)"
1067,당진문예의전당점,충남 당진시 시청1로 73,"(36.891014, 126.6430904)"
1068,보령동대점,충남 보령시 작은오랏3길 6,"(36.3453994, 126.6046757)"
1069,충남부여점,충남 부여군 부여읍 사비로,"(36.2740908, 126.910467)"
1070,서산석남점,충남 서산시 남부순환로 1020,"(36.7698617, 126.4523049)"
1071,서산터미널점,충남 서산시 안견로 184-20,"(36.7781454, 126.4430164)"
1072,서산호수공원점,충남 서산시 30,"(36.9141548, 126.5206111)"
1073,아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로,"(36.92330545, 127.0533434)"
1074,아산배방점,충남 아산시 배방읍 배방로,"(36.7711343, 127.077983)"
1075,아산터미널점,충남 아산시 번영로 216,"(36.7842826, 127.0144795)"
1076,아산용화점,충남 아산시 용화로47번길 3-1,"(36.7751659, 127.0081836)"
1077,아산점,충남 아산시 충무로 5,"(36.9184347, 127.0347151)"
1078,아산삼성1캠퍼스점,충남 아산시 탕정면 삼성로,"(36.8056768, 127.0605431)"
1079,아산삼성2캠퍼스점,충남 아산시 탕정면 탕정로,"(36.8016955, 127.046844)"
1080,아산지중해마을점,충남 아산시 탕정면 탕정면로8번길,"(36.7967213, 127.0596361)"
1081,충남예산점,충남 예산군 예산읍 역전로,"(36.6832933, 126.8292447)"
1082,천안야우리점,충남 천안시 동남구 만남로,"(36.8197639, 127.1580052)"
1083,천안타운,충남 천안시 동남구 만남로,"(36.8197639, 127.1580052)"
1084,천안터미널점,충남 천안시 동남구 만남로,"(36.8197639, 127.1580052)"
1085,홈플러스천안신방점,충남 천안시 동남구 신촌1길,"(36.7867427, 127.1198557)"
1086,천안청수점,충남 천안시 동남구 청수4로,"(36.78327165, 127.1528711)"
1087,천안모다아울렛점,충남 천안시 서북구 공원로,"(36.7985701, 127.101104)"
1088,천안두정중앙점,충남 천안시 서북구 두정로,"(36.8338009, 127.1337575)"
1089,천안두정대림점,충남 천안시 서북구 두정로,"(36.8338009, 127.1337575)"
1090,천안두정역점,충남 천안시 서북구 두정역서3길,"(36.8330657, 127.1480461)"
1091,천안쌍용광명점,충남 천안시 서북구 미라8길,"(36.8030461, 127.12983)"
1092,천안불당카페거리점,충남 천안시 서북구 불당15길,"(36.7994031, 127.1072142)"
1093,천안불당파크점,충남 천안시 서북구 불당23로,"(36.8176144, 127.1088025)"
1094,천안신불당점,충남 천안시 서북구 불당26로,"(36.8231374, 127.1083836)"
1095,천안불당동점,충남 천안시 서북구 불당32길,"(36.80829957, 127.1052909)"
1096,천안성정점,충남 천안시 서북구 성정공원5로,"(36.827839, 127.1411913)"
1097,천안나사렛점,충남 천안시 서북구 월봉로,"(36.8032529, 127.1189653)"
1098,천안직산점,충남 천안시 서북구 직산읍,"(36.8766941, 127.1467458)"
1099,천안쌍용점,충남 천안시 서북구 차돌들길,"(36.79653948, 127.1284321)"
1100,천안백석점,충남 천안시 서북구 한들3로,"(36.8265, 127.1238692)"
1101,충남태안점,충남 태안군 태안읍 동백로,"(36.7458737, 126.3124013)"
1102,홍성내포점,충남 홍성군 홍북읍 청사로48번길,"(36.64804008, 126.6758319)"
1103,홍성점,충남 홍성군 홍성읍 조양로144번길,"(36.6009687, 126.665529)"
1104,홍성터미널점,충남 홍성군 홍성읍 조양로247번길,"(36.6005922, 126.6769456)"
1105,충북영동점,충북 영동군 영동읍 영산로,"(36.1796822, 127.774129)"
1106,옥천점,충북 옥천군 옥천읍 삼금로,"(36.3029315, 127.5688672)"
1107,음성금왕점,충북 음성군 금왕읍 무극로278번길,"(36.9912857, 127.5931004)"
1108,충북혁신도시점,충북 음성군 맹동면 원중로,"(36.89856, 127.55622)"
1109,제천하소점,충북 제천시 용두대로15길 4,"(37.1398385, 128.1973299)"
1110,제천점,충북 제천시 풍양로13길 6,"(37.13773568, 128.2111437)"
1111,증평점,충북 증평군 증평읍 중앙로,"(36.786526, 127.5843451)"
1112,충북진천점,충북 진천군 진천읍 상산로,"(36.8546309, 127.4429088)"
1113,블로썸캠퍼스진천점,충북 진천군 진천읍 씨제이로,"(36.87830089, 127.4613002)"
1114,청주나보나스퀘어점,충북 청주시 상당구 상당로,"(36.6421613, 127.4897771)"
1115,청주타운,충북 청주시 상당구 상당로81번길,"(36.6355167, 127.4879857)"
1116,청주용암점,충북 청주시 상당구 월평로,"(36.6118806, 127.4985837)"
1117,청주금천점,충북 청주시 상당구 중고개로,"(36.6164763, 127.5187406)"
1118,청주분평점,충북 청주시 서원구 1순환로1107번길,"(36.6076281, 127.4895885)"
1119,충북대점,충북 청주시 서원구 1순환로672번길,"(36.6331569, 127.4581389)"
1120,청주사창사거리점,충북 청주시 서원구 사직대로,"(36.6354703, 127.4756543)"
1121,청주산남점,충북 청주시 서원구 산남로,"(36.6110547, 127.4655203)"
1122,청주오창산단점,충북 청주시 청원구 오창읍,"(36.730459, 127.4480192)"
1123,홈플러스오창점,충북 청주시 청원구 오창읍,"(36.7119838, 127.4279616)"
1124,오창점,충북 청주시 청원구 오창읍,"(36.7143985, 127.4318961)"
1125,청주대점,충북 청주시 청원구 직지대로,"(36.6489695, 127.4847339)"
1126,청주율량점,충북 청주시 청원구 충청대로,"(36.6593219, 127.4908996)"
1127,청주지웰점,충북 청주시 흥덕구 대농로,"(36.6418753, 127.4293046)"
1128,청주신봉네거리점,충북 청주시 흥덕구 사운로,"(36.6570286, 127.4683767)"
1129,홈플러스청주점,충북 청주시 흥덕구 서부로,"(36.6069843, 127.4152204)"
1130,청주가경점,충북 청주시 흥덕구 서부로,"(36.6069843, 127.4152204)"
1131,청주오송점,충북 청주시 흥덕구 오송읍,"(36.63037215, 127.3302371)"
1132,청주하복대점,충북 청주시 흥덕구 짐대로,"(36.6330766, 127.4276335)"
1133,청주터미널중앙점,충북 청주시 흥덕구 풍산로,"(36.6287085, 127.4400572)"
1134,충주연수점,충북 충주시 계명대로 231,"(36.9824858, 127.9399638)"
1135,충주터미널점,충북 충주시 봉계1길 54,"(36.98121485, 127.9156214)"
1136,충주점,충북 충주시 성서3길 15,"(36.9709932, 127.9316752)"
1137,서충주점,충북 충주시 중앙탑면 기업도시로,"(37.0207064, 127.8257587)"
1138,충주호암점,충북 충주시 형설로 48,"(36.95803327, 127.940729)"
